Data;Nr. Operações;Volume;Média;Fator Diário;Mínima;Máxima;Moda;Dsv Pdr;Taxa SELIC
2019-05-27;6;3362236,22;6,4;1,0002462;-;-;-;-;6,40%
2019-05-28;7;3337147,6;6,4;1,0002462;-;-;-;-;6,40%
2019-05-29;6;3323406,42;6,4;1,0002462;-;-;-;-;6,40%
2019-05-30;7;3328311,66;6,4;1,0002462;-;-;-;-;6,40%
2019-05-31;5;3234537,08;6,4;1,0002462;-;-;-;-;6,40%
2019-06-03;7;3255170,16;6,4;1,0002462;-;-;-;-;6,40%
2019-06-04;7;3470040,91;6,4;1,0002462;-;-;-;-;6,40%
2019-06-05;7;3654382,54;6,4;1,0002462;-;-;-;-;6,40%
2019-06-06;8;3621182,63;6,4;1,0002462;-;-;-;-;6,40%
2019-06-07;6;3539714,59;6,4;1,0002462;-;-;-;-;6,40%
2019-06-10;8;3694913,61;6,4;1,0002462;-;-;-;-;6,40%
2019-06-11;8;3660217,65;6,4;1,0002462;-;-;-;-;6,40%
2019-06-12;8;3577332,36;6,4;1,0002462;-;-;-;-;6,40%
2019-06-13;8;3659753,73;6,4;1,0002462;-;-;-;-;6,40%
2019-06-14;6;3499024,64;6,4;1,0002462;-;-;-;-;6,40%
2019-06-17;7;3467827,89;6,4;1,0002462;-;-;-;-;6,40%
2019-06-18;8;3461401,85;6,4;1,0002462;-;-;-;-;6,40%
2019-06-19;6;3287854,6;6,4;1,0002462;-;-;-;-;6,40%
2019-06-21;7;3429402,38;6,4;1,0002462;-;-;-;-;6,40%
2019-06-24;6;3487362,92;6,4;1,0002462;-;-;-;-;6,40%
2019-06-25;6;3470576,58;6,4;1,0002462;-;-;-;-;6,40%
2019-06-26;6;3416428,05;6,4;1,0002462;-;-;-;-;6,40%
2019-06-27;7;3435780,11;6,4;1,0002462;-;-;-;-;6,40%
2019-06-28;6;3249398,8;6,4;1,0002462;-;-;-;-;6,40%
2019-07-01;5;3308517,76;6,4;1,0002462;-;-;-;-;6,40%
2019-07-02;6;3524868,15;6,4;1,0002462;-;-;-;-;6,40%
2019-07-03;7;3947116,54;6,4;1,0002462;-;-;-;-;6,40%
2019-07-04;6;3905082,14;6,4;1,0002462;-;-;-;-;6,40%
2019-07-05;5;3807885,92;6,4;1,0002462;-;-;-;-;6,40%
2019-07-08;6;3831979,76;6,4;1,0002462;-;-;-;-;6,40%
2019-07-09;7;3819083,94;6,4;1,0002462;-;-;-;-;6,40%
2019-07-10;6;3710362,22;6,4;1,0002462;-;-;-;-;6,40%
2019-07-11;6;3725916,96;6,4;1,0002462;-;-;-;-;6,40%
2019-07-12;5;3679945,84;6,4;1,0002462;-;-;-;-;6,40%
2019-07-15;5;3583919,68;6,4;1,0002462;-;-;-;-;6,40%
2019-07-16;6;3590515,41;6,4;1,0002462;-;-;-;-;6,40%
2019-07-17;5;3560808,69;6,4;1,0002462;-;-;-;-;6,40%
2019-07-18;6;3548189,3;6,4;1,0002462;-;-;-;-;6,40%
2019-07-19;6;3517118,52;6,4;1,0002462;-;-;-;-;6,40%
2019-07-22;6;3673552,88;6,4;1,0002462;-;-;-;-;6,40%
2019-07-23;5;3635117,26;6,4;1,0002462;-;-;-;-;6,40%
2019-07-24;5;3634943,35;6,4;1,0002462;-;-;-;-;6,40%
2019-07-25;6;3641032,84;6,4;1,0002462;-;-;-;-;6,40%
2019-07-26;6;3598577,68;6,4;1,0002462;-;-;-;-;6,40%
2019-07-29;6;3469168,09;6,4;1,0002462;-;-;-;-;6,40%
2019-07-30;7;3448005,74;6,4;1,0002462;-;-;-;-;6,40%
2019-07-31;4;3367156,55;6,4;1,0002462;-;-;-;-;6,40%
2019-08-01;4;3362785,47;5,9;1,00022751;-;-;-;-;5,90%
2019-08-02;4;3598688,03;5,9;1,00022751;-;-;-;-;5,90%
2019-08-05;5;3867362,86;5,9;1,00022751;-;-;-;-;5,90%
2019-08-06;5;3816086,29;5,9;1,00022751;-;-;-;-;5,90%
2019-08-07;4;3711414,61;5,9;1,00022751;-;-;-;-;5,90%
2019-08-08;4;3683005,51;5,9;1,00022751;-;-;-;-;5,90%
2019-08-09;4;3675861,07;5,9;1,00022751;-;-;-;-;5,90%
2019-08-12;6;3640856,88;5,9;1,00022751;-;-;-;-;5,90%
2019-08-13;4;3601543,95;5,9;1,00022751;-;-;-;-;5,90%
2019-08-14;3;3408126,39;5,9;1,00022751;-;-;-;-;5,90%
2019-08-15;5;3382591,97;5,9;1,00022751;-;-;-;-;5,90%
2019-08-16;5;3395544,02;5,9;1,00022751;-;-;-;-;5,90%
2019-08-19;5;3318934,1;5,9;1,00022751;-;-;-;-;5,90%
2019-08-20;3;3292477,05;5,9;1,00022751;-;-;-;-;5,90%
2019-08-21;4;3257307,55;5,9;1,00022751;-;-;-;-;5,90%
2019-08-22;7;3368869,22;5,9;1,00022751;-;-;-;-;5,90%
2019-08-23;8;3421707,05;5,9;1,00022751;-;-;-;-;5,90%
2019-08-26;8;3468009,75;5,9;1,00022751;-;-;-;-;5,90%
2019-08-27;5;3583970,36;5,9;1,00022751;-;-;-;-;5,90%
2019-08-28;6;3473776,27;5,9;1,00022751;-;-;-;-;5,90%
2019-08-29;6;3476721,89;5,9;1,00022751;-;-;-;-;5,90%
2019-08-30;6;3444875,75;5,9;1,00022751;-;-;-;-;5,90%
2019-09-02;7;3470910,22;5,9;1,00022751;-;-;-;-;5,90%
2019-09-03;8;3683400,44;5,9;1,00022751;-;-;-;-;5,90%
2019-09-04;8;3902617,1;5,9;1,00022751;-;-;-;-;5,90%
2019-09-05;6;3884673,64;5,9;1,00022751;-;-;-;-;5,90%
2019-09-06;7;3799798,03;5,9;1,00022751;-;-;-;-;5,90%
2019-09-09;5;3819443,09;5,9;1,00022751;-;-;-;-;5,90%
2019-09-10;5;3779179,06;5,9;1,00022751;-;-;-;-;5,90%
2019-09-11;5;3743547,69;5,9;1,00022751;-;-;-;-;5,90%
2019-09-12;4;3680646,46;5,9;1,00022751;-;-;-;-;5,90%
2019-09-13;7;3663397,14;5,9;1,00022751;-;-;-;-;5,90%
2019-09-16;6;3619966,57;5,9;1,00022751;-;-;-;-;5,90%
2019-09-17;4;3542797;5,9;1,00022751;-;-;-;-;5,90%
2019-09-18;4;3531747,34;5,9;1,00022751;-;-;-;-;5,90%
2019-09-19;7;3529748,3;5,4;1,00020872;-;-;-;-;5,40%
2019-09-20;8;3535466,61;5,4;1,00020872;-;-;-;-;5,40%
2019-09-23;6;3514181,99;5,4;1,00020872;-;-;-;-;5,40%
2019-09-24;5;3519687,26;5,4;1,00020872;-;-;-;-;5,40%
2019-09-25;5;3511241,25;5,4;1,00020872;-;-;-;-;5,40%
2019-09-26;4;3403249,16;5,4;1,00020872;-;-;-;-;5,40%
2019-09-27;5;3462963,98;5,4;1,00020872;-;-;-;-;5,40%
2019-09-30;5;3428797,2;5,4;1,00020872;-;-;-;-;5,40%
2019-10-01;3;3401372,44;5,4;1,00020872;-;-;-;-;5,40%
2019-10-02;3;3603959,85;5,4;1,00020872;-;-;-;-;5,40%
2019-10-03;4;3854592,92;5,4;1,00020872;-;-;-;-;5,40%
2019-10-04;6;3843379,27;5,4;1,00020872;-;-;-;-;5,40%
2019-10-07;5;3707206,66;5,4;1,00020872;-;-;-;-;5,40%
2019-10-08;5;3724400,31;5,4;1,00020872;-;-;-;-;5,40%
2019-10-09;5;3641534,98;5,4;1,00020872;-;-;-;-;5,40%
2019-10-10;6;3614580,43;5,4;1,00020872;-;-;-;-;5,40%
2019-10-11;5;3645875,48;5,4;1,00020872;-;-;-;-;5,40%
2019-10-14;9;3604465,9;5,4;1,00020872;-;-;-;-;5,40%
2019-10-15;7;3550197,75;5,4;1,00020872;-;-;-;-;5,40%
2019-10-16;6;3550254,44;5,4;1,00020872;-;-;-;-;5,40%
2019-10-17;6;3547818,34;5,4;1,00020872;-;-;-;-;5,40%
2019-10-18;6;3511398,92;5,4;1,00020872;-;-;-;-;5,40%
2019-10-21;6;3512948,9;5,4;1,00020872;-;-;-;-;5,40%
2019-10-22;5;3486340,58;5,4;1,00020872;-;-;-;-;5,40%
2019-10-23;6;3463707,48;5,4;1,00020872;-;-;-;-;5,40%
2019-10-24;7;3458725,65;5,4;1,00020872;-;-;-;-;5,40%
2019-10-25;7;3443690,49;5,4;1,00020872;-;-;-;-;5,40%
2019-10-28;8;3432791,68;5,4;1,00020872;-;-;-;-;5,40%
2019-10-29;5;3338777,74;5,4;1,00020872;-;-;-;-;5,40%
2019-10-30;6;3337941,97;5,4;1,00020872;-;-;-;-;5,40%
2019-10-31;6;3311310,5;4,9;1,00018985;-;-;-;-;4,90%
2019-11-01;6;3326754,98;4,9;1,00018985;-;-;-;-;4,90%
2019-11-04;6;3572942,44;4,9;1,00018985;-;-;-;-;4,90%
2019-11-05;6;3753585,73;4,9;1,00018985;-;-;-;-;4,90%
2019-11-06;7;3710790,41;4,9;1,00018985;-;-;-;-;4,90%
2019-11-07;5;3627430,71;4,9;1,00018985;-;-;-;-;4,90%
2019-11-08;6;3609849,78;4,9;1,00018985;-;-;-;-;4,90%
2019-11-11;7;3665790,23;4,9;1,00018985;-;-;-;-;4,90%
2019-11-12;6;3577270,91;4,9;1,00018985;-;-;-;-;4,90%
2019-11-13;6;3512745,07;4,9;1,00018985;-;-;-;-;4,90%
2019-11-14;8;3527417,33;4,9;1,00018985;-;-;-;-;4,90%
2019-11-18;6;3530421,43;4,9;1,00018985;-;-;-;-;4,90%
2019-11-19;5;3473818,19;4,9;1,00018985;-;-;-;-;4,90%
2019-11-20;7;3436026,59;4,9;1,00018985;-;-;-;-;4,90%
2019-11-21;6;3415904;4,9;1,00018985;-;-;-;-;4,90%
2019-11-22;8;3431267,09;4,9;1,00018985;-;-;-;-;4,90%
2019-11-25;5;3457633,83;4,9;1,00018985;-;-;-;-;4,90%
2019-11-26;7;3401733,25;4,9;1,00018985;-;-;-;-;4,90%
2019-11-27;6;3373838,08;4,9;1,00018985;-;-;-;-;4,90%
2019-11-28;6;3338606,77;4,9;1,00018985;-;-;-;-;4,90%
2019-11-29;5;3315867,59;4,9;1,00018985;-;-;-;-;4,90%
2019-12-02;6;3476220,97;4,9;1,00018985;-;-;-;-;4,90%
2019-12-03;5;3665907,24;4,9;1,00018985;-;-;-;-;4,90%
2019-12-04;7;3944054,38;4,9;1,00018985;-;-;-;-;4,90%
2019-12-05;9;3900236,61;4,9;1,00018985;-;-;-;-;4,90%
2019-12-06;7;3887960,76;4,9;1,00018985;-;-;-;-;4,90%
2019-12-09;8;3845854,46;4,9;1,00018985;-;-;-;-;4,90%
2019-12-10;7;3828006,09;4,9;1,00018985;-;-;-;-;4,90%
2019-12-11;7;3764203,98;4,9;1,00018985;-;-;-;-;4,90%
2019-12-12;6;3708057,07;4,4;1,00017089;-;-;-;-;4,40%
2019-12-13;8;3713670,23;4,4;1,00017089;-;-;-;-;4,40%
2019-12-16;6;3664867,1;4,4;1,00017089;-;-;-;-;4,40%
2019-12-17;8;3695081,31;4,4;1,00017089;-;-;-;-;4,40%
2019-12-18;7;3642769,44;4,4;1,00017089;-;-;-;-;4,40%
2019-12-19;6;3532599,94;4,4;1,00017089;-;-;-;-;4,40%
2019-12-20;9;3634807,55;4,4;1,00017089;-;-;-;-;4,40%
2019-12-23;8;3660487,08;4,4;1,00017089;-;-;-;-;4,40%
2019-12-24;8;3678678,57;4,4;1,00017089;-;-;-;-;4,40%
2019-12-26;7;3635981,14;4,4;1,00017089;-;-;-;-;4,40%
2019-12-27;6;3557494,14;4,4;1,00017089;-;-;-;-;4,40%
2019-12-30;7;3493099,63;4,4;1,00017089;-;-;-;-;4,40%
2019-12-31;8;3497814,87;4,4;1,00017089;-;-;-;-;4,40%
2020-01-02;9;3545440,05;4,4;1,00017089;-;-;-;-;4,40%
2020-01-03;7;3695843,79;4,4;1,00017089;-;-;-;-;4,40%
2020-01-06;10;4135302,8;4,4;1,00017089;-;-;-;-;4,40%
2020-01-07;10;4057215,79;4,4;1,00017089;-;-;-;-;4,40%
2020-01-08;9;3912013,98;4,4;1,00017089;-;-;-;-;4,40%
2020-01-09;8;3903516,94;4,4;1,00017089;-;-;-;-;4,40%
2020-01-10;8;3919640,54;4,4;1,00017089;-;-;-;-;4,40%
2020-01-13;9;3861093,54;4,4;1,00017089;-;-;-;-;4,40%
2020-01-14;7;3823868,41;4,4;1,00017089;-;-;-;-;4,40%
2020-01-15;10;3807833,55;4,4;1,00017089;-;-;-;-;4,40%
2020-01-16;9;3809537,48;4,4;1,00017089;-;-;-;-;4,40%
2020-01-17;9;3804948,01;4,4;1,00017089;-;-;-;-;4,40%
2020-01-20;10;3677559,92;4,4;1,00017089;-;-;-;-;4,40%
2020-01-21;9;3802278,98;4,4;1,00017089;-;-;-;-;4,40%
2020-01-22;9;3806428,41;4,4;1,00017089;-;-;-;-;4,40%
2020-01-23;9;3695569,96;4,4;1,00017089;-;-;-;-;4,40%
2020-01-24;9;3677139,05;4,4;1,00017089;-;-;-;-;4,40%
2020-01-27;9;3625498,14;4,4;1,00017089;-;-;-;-;4,40%
2020-01-28;6;3512788,44;4,4;1,00017089;-;-;-;-;4,40%
2020-01-29;8;3543266,48;4,4;1,00017089;-;-;-;-;4,40%
2020-01-30;9;3392282,94;4,4;1,00017089;-;-;-;-;4,40%
2020-01-31;10;3447910,7;4,4;1,00017089;-;-;-;-;4,40%
2020-02-03;8;3436600,68;4,4;1,00017089;-;-;-;-;4,40%
2020-02-04;7;3576277,27;4,4;1,00017089;-;-;-;-;4,40%
2020-02-05;8;3779647,49;4,4;1,00017089;-;-;-;-;4,40%
2020-02-06;6;3751236,02;4,15;1,00016137;-;-;-;-;4,15%
2020-02-07;7;3799044,78;4,15;1,00016137;-;-;-;-;4,15%
2020-02-10;7;3828423,23;4,15;1,00016137;-;-;-;-;4,15%
2020-02-11;8;3824653,49;4,15;1,00016137;-;-;-;-;4,15%
2020-02-12;7;3733716,56;4,15;1,00016137;-;-;-;-;4,15%
2020-02-13;7;3712095,22;4,15;1,00016137;-;-;-;-;4,15%
2020-02-14;7;4143454,04;4,15;1,00016137;-;-;-;-;4,15%
2020-02-17;8;4145033,85;4,15;1,00016137;-;-;-;-;4,15%
2020-02-18;3;3748517,94;4,15;1,00016137;-;-;-;-;4,15%
2020-02-19;7;3721777,44;4,15;1,00016137;-;-;-;-;4,15%
2020-02-20;8;3546611,9;4,15;1,00016137;-;-;-;-;4,15%
2020-02-21;10;3596386,44;4,15;1,00016137;-;-;-;-;4,15%
2020-02-26;10;3717236,35;4,15;1,00016137;-;-;-;-;4,15%
2020-02-27;8;3551457,08;4,15;1,00016137;-;-;-;-;4,15%
2020-02-28;6;3443718,08;4,15;1,00016137;-;-;-;-;4,15%
2020-03-02;10;3591454,64;4,15;1,00016137;-;-;-;-;4,15%
2020-03-03;8;3796589,67;4,15;1,00016137;-;-;-;-;4,15%
2020-03-04;8;3990457,25;4,15;1,00016137;-;-;-;-;4,15%
2020-03-05;8;3989352,11;4,15;1,00016137;-;-;-;-;4,15%
2020-03-06;9;3964889,83;4,15;1,00016137;-;-;-;-;4,15%
2020-03-09;8;3861773,34;4,15;1,00016137;-;-;-;-;4,15%
2020-03-10;6;3834749,28;4,15;1,00016137;-;-;-;-;4,15%
2020-03-11;6;3826501,02;4,15;1,00016137;-;-;-;-;4,15%
2020-03-12;6;3784855,89;4,15;1,00016137;-;-;-;-;4,15%
2020-03-13;8;3725272,05;4,15;1,00016137;-;-;-;-;4,15%
2020-03-16;6;3560145;4,15;1,00016137;-;-;-;-;4,15%
2020-03-17;6;3603553,85;4,15;1,00016137;-;-;-;-;4,15%
2020-03-18;6;3551503,72;4,15;1,00016137;-;-;-;-;4,15%
2020-03-19;7;3572098,65;3,65;1,00014227;-;-;-;-;3,65%
2020-03-20;6;3313664,9;3,65;1,00014227;-;-;-;-;3,65%
2020-03-23;5;3304996,97;3,65;1,00014227;-;-;-;-;3,65%
2020-03-24;6;3399575,87;3,65;1,00014227;-;-;-;-;3,65%
2020-03-25;5;3363315,47;3,65;1,00014227;-;-;-;-;3,65%
2020-03-26;5;3294324,99;3,65;1,00014227;-;-;-;-;3,65%
2020-03-27;5;3231267,87;3,65;1,00014227;-;-;-;-;3,65%
2020-03-30;4;3143579,58;3,65;1,00014227;-;-;-;-;3,65%
2020-03-31;5;3089240,71;3,65;1,00014227;-;-;-;-;3,65%
2020-04-01;5;3075803,28;3,65;1,00014227;-;-;-;-;3,65%
2020-04-02;4;3225005,2;3,65;1,00014227;-;-;-;-;3,65%
2020-04-03;6;3456113,9;3,65;1,00014227;-;-;-;-;3,65%
2020-04-06;7;3464618,15;3,65;1,00014227;-;-;-;-;3,65%
2020-04-07;5;3316744,2;3,65;1,00014227;-;-;-;-;3,65%
2020-04-08;5;3307982,98;3,65;1,00014227;-;-;-;-;3,65%
2020-04-09;3;3264733,54;3,65;1,00014227;-;-;-;-;3,65%
2020-04-13;4;3166936,33;3,65;1,00014227;-;-;-;-;3,65%
2020-04-14;3;3118093,33;3,65;1,00014227;-;-;-;-;3,65%
2020-04-15;4;3090052,9;3,65;1,00014227;-;-;-;-;3,65%
2020-04-16;4;3123639,69;3,65;1,00014227;-;-;-;-;3,65%
2020-04-17;4;3088232,7;3,65;1,00014227;-;-;-;-;3,65%
2020-04-20;5;3017612,93;3,65;1,00014227;-;-;-;-;3,65%
2020-04-22;4;2993704,91;3,65;1,00014227;-;-;-;-;3,65%
2020-04-23;4;2974216,06;3,65;1,00014227;-;-;-;-;3,65%
2020-04-24;4;2928143,32;3,65;1,00014227;-;-;-;-;3,65%
2020-04-27;5;2936455,19;3,65;1,00014227;-;-;-;-;3,65%
2020-04-28;5;2915570,54;3,65;1,00014227;-;-;-;-;3,65%
2020-04-29;5;2908133,97;3,65;1,00014227;-;-;-;-;3,65%
2020-04-30;3;2790255,12;3,65;1,00014227;-;-;-;-;3,65%
2020-05-04;4;2848768,32;3,65;1,00014227;-;-;-;-;3,65%
2020-05-05;4;3018903,6;3,65;1,00014227;-;-;-;-;3,65%
2020-05-06;4;3190322,12;3,65;1,00014227;-;-;-;-;3,65%
2020-05-07;4;3179849,66;2,9;1,00011345;-;-;-;-;2,90%
2020-05-08;4;3302413,34;2,9;1,00011345;-;-;-;-;2,90%
2020-05-11;5;3306545,45;2,9;1,00011345;-;-;-;-;2,90%
2020-05-12;5;3327524,45;2,9;1,00011345;-;-;-;-;2,90%
2020-05-13;5;3203579,4;2,9;1,00011345;-;-;-;-;2,90%
2020-05-14;4;3196222,41;2,9;1,00011345;-;-;-;-;2,90%
2020-05-15;5;3086593,04;2,9;1,00011345;-;-;-;-;2,90%
2020-05-18;5;3135071,38;2,9;1,00011345;-;-;-;-;2,90%
2020-05-19;4;2941137,21;2,9;1,00011345;-;-;-;-;2,90%
2020-05-20;4;2914128,14;2,9;1,00011345;-;-;-;-;2,90%
2020-05-21;5;2952075,1;2,9;1,00011345;-;-;-;-;2,90%
2020-05-22;4;2901393,36;2,9;1,00011345;-;-;-;-;2,90%
2020-05-25;4;2857441,47;2,9;1,00011345;-;-;-;-;2,90%
2020-05-26;5;2882913,66;2,9;1,00011345;-;-;-;-;2,90%
2020-05-27;5;2863054,73;2,9;1,00011345;-;-;-;-;2,90%
2020-05-28;5;2825282,8;2,9;1,00011345;-;-;-;-;2,90%
2020-05-29;6;2842641,14;2,9;1,00011345;-;-;-;-;2,90%
2020-06-01;5;2834127,24;2,9;1,00011345;-;-;-;-;2,90%
2020-06-02;5;3023644,75;2,9;1,00011345;-;-;-;-;2,90%
2020-06-03;4;3219373,21;2,9;1,00011345;-;-;-;-;2,90%
2020-06-04;4;3235301,76;2,9;1,00011345;-;-;-;-;2,90%
2020-06-05;4;3186326,81;2,9;1,00011345;-;-;-;-;2,90%
2020-06-08;3;3161151,84;2,9;1,00011345;-;-;-;-;2,90%
2020-06-09;3;3115841,04;2,9;1,00011345;-;-;-;-;2,90%
2020-06-10;3;3077930,82;2,9;1,00011345;-;-;-;-;2,90%
2020-06-12;4;3173857,99;2,9;1,00011345;-;-;-;-;2,90%
2020-06-15;5;3132254,15;2,9;1,00011345;-;-;-;-;2,90%
2020-06-16;4;3048724,95;2,9;1,00011345;-;-;-;-;2,90%
2020-06-17;4;2998716,68;2,9;1,00011345;-;-;-;-;2,90%
2020-06-18;4;3002326,04;2,15;1,00008442;-;-;-;-;2,15%
2020-06-19;5;3046188,21;2,15;1,00008442;-;-;-;-;2,15%
2020-06-22;4;3104703,5;2,15;1,00008442;-;-;-;-;2,15%
2020-06-23;4;3069233,1;2,15;1,00008442;-;-;-;-;2,15%
2020-06-24;5;3122457,8;2,15;1,00008442;-;-;-;-;2,15%
2020-06-25;3;3041158,3;2,15;1,00008442;-;-;-;-;2,15%
2020-06-26;4;3045596,96;2,15;1,00008442;-;-;-;-;2,15%
2020-06-29;5;3076692,59;2,15;1,00008442;-;-;-;-;2,15%
2020-06-30;4;2852962,99;2,15;1,00008442;-;-;-;-;2,15%
2020-07-01;4;2848536,73;2,15;1,00008442;-;-;-;-;2,15%
2020-07-02;4;3071246,7;2,15;1,00008442;-;-;-;-;2,15%
2020-07-03;4;3441219,68;2,15;1,00008442;-;-;-;-;2,15%
2020-07-06;4;3465598,17;2,15;1,00008442;-;-;-;-;2,15%
2020-07-07;3;3476266,9;2,15;1,00008442;-;-;-;-;2,15%
2020-07-08;4;3428385,57;2,15;1,00008442;-;-;-;-;2,15%
2020-07-09;4;3412969,3;2,15;1,00008442;-;-;-;-;2,15%
2020-07-10;3;3368927,54;2,15;1,00008442;-;-;-;-;2,15%
2020-07-13;2;3306328,08;2,15;1,00008442;-;-;-;-;2,15%
2020-07-14;3;3290338,32;2,15;1,00008442;-;-;-;-;2,15%
2020-07-15;4;3279628,01;2,15;1,00008442;-;-;-;-;2,15%
2020-07-16;3;3252462,57;2,15;1,00008442;-;-;-;-;2,15%
2020-07-17;4;3241388,39;2,15;1,00008442;-;-;-;-;2,15%
2020-07-20;5;3249149,46;2,15;1,00008442;-;-;-;-;2,15%
2020-07-21;5;3213600,74;2,15;1,00008442;-;-;-;-;2,15%
2020-07-22;6;3233264;2,15;1,00008442;-;-;-;-;2,15%
2020-07-23;4;3233540,49;2,15;1,00008442;-;-;-;-;2,15%
2020-07-24;4;3257018,41;2,15;1,00008442;-;-;-;-;2,15%
2020-07-27;6;3558367,66;2,15;1,00008442;-;-;-;-;2,15%
2020-07-28;3;3155459,26;2,15;1,00008442;-;-;-;-;2,15%
2020-07-29;5;3147885,51;2,15;1,00008442;-;-;-;-;2,15%
2020-07-30;6;3179401,78;2,15;1,00008442;-;-;-;-;2,15%
2020-07-31;5;3205883,17;2,15;1,00008442;-;-;-;-;2,15%
2020-08-03;6;3269954,58;2,15;1,00008442;-;-;-;-;2,15%
2020-08-04;4;3424461,87;2,15;1,00008442;-;-;-;-;2,15%
2020-08-05;5;3703448,16;2,15;1,00008442;-;-;-;-;2,15%
2020-08-06;5;3695546,69;1,9;1,00007469;-;-;-;-;1,90%
2020-08-07;5;3590916,74;1,9;1,00007469;-;-;-;-;1,90%
2020-08-10;5;3673507,09;1,9;1,00007469;-;-;-;-;1,90%
2020-08-11;6;3618982,22;1,9;1,00007469;-;-;-;-;1,90%
2020-08-12;6;3621528,76;1,9;1,00007469;-;-;-;-;1,90%
2020-08-13;5;3600339,52;1,9;1,00007469;-;-;-;-;1,90%
2020-08-14;5;3458068,14;1,9;1,00007469;-;-;-;-;1,90%
2020-08-17;5;3442130,08;1,9;1,00007469;-;-;-;-;1,90%
2020-08-18;5;3439080,15;1,9;1,00007469;-;-;-;-;1,90%
2020-08-19;6;3487735,42;1,9;1,00007469;-;-;-;-;1,90%
2020-08-20;5;3513902,01;1,9;1,00007469;-;-;-;-;1,90%
2020-08-21;6;3578271,9;1,9;1,00007469;-;-;-;-;1,90%
2020-08-24;6;3607566,43;1,9;1,00007469;-;-;-;-;1,90%
2020-08-25;7;3685257,04;1,9;1,00007469;-;-;-;-;1,90%
2020-08-26;7;3681547,93;1,9;1,00007469;-;-;-;-;1,90%
2020-08-27;6;3641756,49;1,9;1,00007469;-;-;-;-;1,90%
2020-08-28;6;3629190,11;1,9;1,00007469;-;-;-;-;1,90%
2020-08-31;6;3265931,9;1,9;1,00007469;-;-;-;-;1,90%
2020-09-01;6;3293975,56;1,9;1,00007469;-;-;-;-;1,90%
2020-09-02;7;3470016,81;1,9;1,00007469;-;-;-;-;1,90%
2020-09-03;7;3727758,15;1,9;1,00007469;-;-;-;-;1,90%
2020-09-04;7;3770109,56;1,9;1,00007469;-;-;-;-;1,90%
2020-09-08;6;3700486,96;1,9;1,00007469;-;-;-;-;1,90%
2020-09-09;6;3639866,96;1,9;1,00007469;-;-;-;-;1,90%
2020-09-10;5;3528544,6;1,9;1,00007469;-;-;-;-;1,90%
2020-09-11;6;3582592,33;1,9;1,00007469;-;-;-;-;1,90%
2020-09-14;5;3420531,44;1,9;1,00007469;-;-;-;-;1,90%
2020-09-15;6;3389760,2;1,9;1,00007469;-;-;-;-;1,90%
2020-09-16;6;3375008,58;1,9;1,00007469;-;-;-;-;1,90%
2020-09-17;7;3615310,69;1,9;1,00007469;-;-;-;-;1,90%
2020-09-18;6;3648495,64;1,9;1,00007469;-;-;-;-;1,90%
2020-09-21;7;3758549,26;1,9;1,00007469;-;-;-;-;1,90%
2020-09-22;7;3779045,84;1,9;1,00007469;-;-;-;-;1,90%
2020-09-23;7;3814093,9;1,9;1,00007469;-;-;-;-;1,90%
2020-09-24;7;3807071,87;1,9;1,00007469;-;-;-;-;1,90%
2020-09-25;7;3890483,21;1,9;1,00007469;-;-;-;-;1,90%
2020-09-28;7;3648675,77;1,9;1,00007469;-;-;-;-;1,90%
2020-09-29;7;3668377,58;1,9;1,00007469;-;-;-;-;1,90%
2020-09-30;6;3422038,1;1,9;1,00007469;-;-;-;-;1,90%
2020-10-01;5;3354790,3;1,9;1,00007469;-;-;-;-;1,90%
2020-10-02;5;3560025,57;1,9;1,00007469;-;-;-;-;1,90%
2020-10-05;5;3711425,53;1,9;1,00007469;-;-;-;-;1,90%
2020-10-06;4;3718623,75;1,9;1,00007469;-;-;-;-;1,90%
2020-10-07;5;3741380,82;1,9;1,00007469;-;-;-;-;1,90%
2020-10-08;5;3749125,28;1,9;1,00007469;-;-;-;-;1,90%
2020-10-09;5;3745716,5;1,9;1,00007469;-;-;-;-;1,90%
2020-10-13;5;3654354,01;1,9;1,00007469;-;-;-;-;1,90%
2020-10-14;5;3691622,45;1,9;1,00007469;-;-;-;-;1,90%
2020-10-15;4;3528512,55;1,9;1,00007469;-;-;-;-;1,90%
2020-10-16;5;3606749,35;1,9;1,00007469;-;-;-;-;1,90%
2020-10-19;4;3458195,4;1,9;1,00007469;-;-;-;-;1,90%
2020-10-20;6;3464331,88;1,9;1,00007469;-;-;-;-;1,90%
2020-10-21;5;3573808,24;1,9;1,00007469;-;-;-;-;1,90%
2020-10-22;5;3550285,73;1,9;1,00007469;-;-;-;-;1,90%
2020-10-23;6;3530755,74;1,9;1,00007469;-;-;-;-;1,90%
2020-10-26;6;3505491,89;1,9;1,00007469;-;-;-;-;1,90%
2020-10-27;5;3482815,56;1,9;1,00007469;-;-;-;-;1,90%
2020-10-28;5;3399319,21;1,9;1,00007469;-;-;-;-;1,90%
2020-10-29;4;3330976,99;1,9;1,00007469;-;-;-;-;1,90%
2020-10-30;5;3289512,6;1,9;1,00007469;-;-;-;-;1,90%
2020-11-03;7;3426546,89;1,9;1,00007469;-;-;-;-;1,90%
2020-11-04;6;3566841,53;1,9;1,00007469;-;-;-;-;1,90%
2020-11-05;6;3826030,57;1,9;1,00007469;-;-;-;-;1,90%
2020-11-06;6;3788880,81;1,9;1,00007469;-;-;-;-;1,90%
