Data;Nr. Operações;Volume;Média;Fator Diário;Mínima;Máxima;Moda;Dsv Pdr;Taxa SELIC
2020-11-09;5;3731175,57;1,9;1,00007469;-;-;-;-;1,90%
2020-11-10;5;3731514,97;1,9;1,00007469;-;-;-;-;1,90%
2020-11-11;5;3729271,86;1,9;1,00007469;-;-;-;-;1,90%
2020-11-12;5;3700068,09;1,9;1,00007469;-;-;-;-;1,90%
2020-11-13;5;3641796,01;1,9;1,00007469;-;-;-;-;1,90%
2020-11-16;4;3489645,24;1,9;1,00007469;-;-;-;-;1,90%
2020-11-17;4;3529463,72;1,9;1,00007469;-;-;-;-;1,90%
2020-11-18;5;3504716,44;1,9;1,00007469;-;-;-;-;1,90%
2020-11-19;6;3545282,14;1,9;1,00007469;-;-;-;-;1,90%
2020-11-20;6;3567419,58;1,9;1,00007469;-;-;-;-;1,90%
2020-11-23;6;3580959,23;1,9;1,00007469;-;-;-;-;1,90%
2020-11-24;6;3600759,04;1,9;1,00007469;-;-;-;-;1,90%
2020-11-25;7;3658505,75;1,9;1,00007469;-;-;-;-;1,90%
2020-11-26;6;3571320;1,9;1,00007469;-;-;-;-;1,90%
2020-11-27;6;3501333,21;1,9;1,00007469;-;-;-;-;1,90%
2020-11-30;6;3532087,77;1,9;1,00007469;-;-;-;-;1,90%
2020-12-01;6;3397128,78;1,9;1,00007469;-;-;-;-;1,90%
2020-12-02;4;3594358,89;1,9;1,00007469;-;-;-;-;1,90%
2020-12-03;4;3977951,5;1,9;1,00007469;-;-;-;-;1,90%
2020-12-04;4;3956056,99;1,9;1,00007469;-;-;-;-;1,90%
2020-12-07;4;3954638,19;1,9;1,00007469;-;-;-;-;1,90%
2020-12-08;4;3987292,44;1,9;1,00007469;-;-;-;-;1,90%
2020-12-09;5;3933979,61;1,9;1,00007469;-;-;-;-;1,90%
2020-12-10;5;3938718,89;1,9;1,00007469;-;-;-;-;1,90%
2020-12-11;4;3838766,65;1,9;1,00007469;-;-;-;-;1,90%
2020-12-14;4;3716465,81;1,9;1,00007469;-;-;-;-;1,90%
2020-12-15;4;3653108,24;1,9;1,00007469;-;-;-;-;1,90%
2020-12-16;4;3656461,06;1,9;1,00007469;-;-;-;-;1,90%
2020-12-17;4;3616777,81;1,9;1,00007469;-;-;-;-;1,90%
2020-12-18;5;3597433,11;1,9;1,00007469;-;-;-;-;1,90%
2020-12-21;7;3672548,77;1,9;1,00007469;-;-;-;-;1,90%
2020-12-22;7;3723055,08;1,9;1,00007469;-;-;-;-;1,90%
2020-12-23;5;3673743,17;1,9;1,00007469;-;-;-;-;1,90%
2020-12-24;5;3649234,73;1,9;1,00007469;-;-;-;-;1,90%
2020-12-28;7;3758698,36;1,9;1,00007469;-;-;-;-;1,90%
2020-12-29;6;3608241,11;1,9;1,00007469;-;-;-;-;1,90%
2020-12-30;6;3603898,85;1,9;1,00007469;-;-;-;-;1,90%
2020-12-31;6;3596054,51;1,9;1,00007469;-;-;-;-;1,90%
2021-01-04;5;3523820,15;1,9;1,00007469;-;-;-;-;1,90%
2021-01-05;6;3751842,88;1,9;1,00007469;-;-;-;-;1,90%
2021-01-06;4;3894341,47;1,9;1,00007469;-;-;-;-;1,90%
2021-01-07;5;3945563,59;1,9;1,00007469;-;-;-;-;1,90%
2021-01-08;3;3876512,84;1,9;1,00007469;-;-;-;-;1,90%
2021-01-11;6;3917749,86;1,9;1,00007469;-;-;-;-;1,90%
2021-01-12;5;3969699,03;1,9;1,00007469;-;-;-;-;1,90%
2021-01-13;5;3907016,63;1,9;1,00007469;-;-;-;-;1,90%
2021-01-14;5;3887288,06;1,9;1,00007469;-;-;-;-;1,90%
2021-01-15;5;3838824,96;1,9;1,00007469;-;-;-;-;1,90%
2021-01-18;5;3769612,93;1,9;1,00007469;-;-;-;-;1,90%
2021-01-19;6;3767619,99;1,9;1,00007469;-;-;-;-;1,90%
2021-01-20;5;3713654,92;1,9;1,00007469;-;-;-;-;1,90%
2021-01-21;6;3732138,93;1,9;1,00007469;-;-;-;-;1,90%
2021-01-22;6;3705245;1,9;1,00007469;-;-;-;-;1,90%
2021-01-25;6;3661335,25;1,9;1,00007469;-;-;-;-;1,90%
2021-01-26;5;3637454,77;1,9;1,00007469;-;-;-;-;1,90%
2021-01-27;5;3556713,95;1,9;1,00007469;-;-;-;-;1,90%
2021-01-28;5;3539379;1,9;1,00007469;-;-;-;-;1,90%
2021-01-29;4;3452758,55;1,9;1,00007469;-;-;-;-;1,90%
2021-02-01;4;3391796,16;1,9;1,00007469;-;-;-;-;1,90%
2021-02-02;3;3599018,27;1,9;1,00007469;-;-;-;-;1,90%
2021-02-03;5;3917885,43;1,9;1,00007469;-;-;-;-;1,90%
2021-02-04;3;3838261,87;1,9;1,00007469;-;-;-;-;1,90%
2021-02-05;5;3777524,69;1,9;1,00007469;-;-;-;-;1,90%
2021-02-08;4;3761654,63;1,9;1,00007469;-;-;-;-;1,90%
2021-02-09;4;3756153,15;1,9;1,00007469;-;-;-;-;1,90%
2021-02-10;5;3777451,93;1,9;1,00007469;-;-;-;-;1,90%
2021-02-11;5;3799804,57;1,9;1,00007469;-;-;-;-;1,90%
2021-02-12;4;3729505,96;1,9;1,00007469;-;-;-;-;1,90%
2021-02-17;4;3530953,84;1,9;1,00007469;-;-;-;-;1,90%
2021-02-18;4;3596072,13;1,9;1,00007469;-;-;-;-;1,90%
2021-02-19;3;3515315,06;1,9;1,00007469;-;-;-;-;1,90%
2021-02-22;4;3494178,96;1,9;1,00007469;-;-;-;-;1,90%
2021-02-23;3;3495562,15;1,9;1,00007469;-;-;-;-;1,90%
2021-02-24;3;3407205,33;1,9;1,00007469;-;-;-;-;1,90%
2021-02-25;3;3437749,89;1,9;1,00007469;-;-;-;-;1,90%
2021-02-26;3;3403105,37;1,9;1,00007469;-;-;-;-;1,90%
2021-03-01;3;3344220,46;1,9;1,00007469;-;-;-;-;1,90%
2021-03-02;3;3519478,33;1,9;1,00007469;-;-;-;-;1,90%
2021-03-03;4;3717933,79;1,9;1,00007469;-;-;-;-;1,90%
2021-03-04;4;3830403,24;1,9;1,00007469;-;-;-;-;1,90%
2021-03-05;4;3803979,96;1,9;1,00007469;-;-;-;-;1,90%
2021-03-08;4;3718393,88;1,9;1,00007469;-;-;-;-;1,90%
2021-03-09;5;3784006,75;1,9;1,00007469;-;-;-;-;1,90%
2021-03-10;5;3743587,84;1,9;1,00007469;-;-;-;-;1,90%
2021-03-11;5;3752248,83;1,9;1,00007469;-;-;-;-;1,90%
2021-03-12;3;3541848,56;1,9;1,00007469;-;-;-;-;1,90%
2021-03-15;5;3532418,3;1,9;1,00007469;-;-;-;-;1,90%
2021-03-16;4;3476868,21;1,9;1,00007469;-;-;-;-;1,90%
2021-03-17;4;3412546,07;1,9;1,00007469;-;-;-;-;1,90%
2021-03-18;4;3383392,11;2,65;1,00010379;-;-;-;-;2,65%
2021-03-19;5;3416191,61;2,65;1,00010379;-;-;-;-;2,65%
2021-03-22;5;3393450,26;2,65;1,00010379;-;-;-;-;2,65%
2021-03-23;5;3321757;2,65;1,00010379;-;-;-;-;2,65%
2021-03-24;5;3256459,01;2,65;1,00010379;-;-;-;-;2,65%
2021-03-25;5;3239227,09;2,65;1,00010379;-;-;-;-;2,65%
2021-03-26;4;3209678,86;2,65;1,00010379;-;-;-;-;2,65%
2021-03-29;4;3146007,45;2,65;1,00010379;-;-;-;-;2,65%
2021-03-30;5;3137907,84;2,65;1,00010379;-;-;-;-;2,65%
2021-03-31;4;3089896,02;2,65;1,00010379;-;-;-;-;2,65%
2021-04-01;4;3051605,23;2,65;1,00010379;-;-;-;-;2,65%
2021-04-05;5;3303644,45;2,65;1,00010379;-;-;-;-;2,65%
2021-04-06;4;3465642,94;2,65;1,00010379;-;-;-;-;2,65%
2021-04-07;6;3461074,41;2,65;1,00010379;-;-;-;-;2,65%
2021-04-08;4;3411349,56;2,65;1,00010379;-;-;-;-;2,65%
2021-04-09;4;3412421,12;2,65;1,00010379;-;-;-;-;2,65%
2021-04-12;5;3422358,63;2,65;1,00010379;-;-;-;-;2,65%
2021-04-13;4;3396024,75;2,65;1,00010379;-;-;-;-;2,65%
2021-04-14;4;3317832,37;2,65;1,00010379;-;-;-;-;2,65%
2021-04-15;4;3268677,85;2,65;1,00010379;-;-;-;-;2,65%
2021-04-16;4;3294126,85;2,65;1,00010379;-;-;-;-;2,65%
2021-04-19;4;3186298,33;2,65;1,00010379;-;-;-;-;2,65%
2021-04-20;4;3131869,66;2,65;1,00010379;-;-;-;-;2,65%
2021-04-22;5;3130354,57;2,65;1,00010379;-;-;-;-;2,65%
2021-04-23;7;3166960,12;2,65;1,00010379;-;-;-;-;2,65%
2021-04-26;6;3156448,77;2,65;1,00010379;-;-;-;-;2,65%
2021-04-27;6;3115021,26;2,65;1,00010379;-;-;-;-;2,65%
2021-04-28;6;3118570,07;2,65;1,00010379;-;-;-;-;2,65%
2021-04-29;5;3098071,89;2,65;1,00010379;-;-;-;-;2,65%
2021-04-30;5;3021260,74;2,65;1,00010379;-;-;-;-;2,65%
2021-05-03;6;3077299,21;2,65;1,00010379;-;-;-;-;2,65%
2021-05-04;6;3280815,28;2,65;1,00010379;-;-;-;-;2,65%
2021-05-05;6;3424828,92;2,65;1,00010379;-;-;-;-;2,65%
2021-05-06;5;3396261,19;3,4;1,00013269;-;-;-;-;3,40%
2021-05-07;6;3345136,04;3,4;1,00013269;-;-;-;-;3,40%
2021-05-10;5;3361235;3,4;1,00013269;-;-;-;-;3,40%
2021-05-11;5;3383021,32;3,4;1,00013269;-;-;-;-;3,40%
2021-05-12;4;3286497,9;3,4;1,00013269;-;-;-;-;3,40%
2021-05-13;5;3265523,45;3,4;1,00013269;-;-;-;-;3,40%
2021-05-14;5;3249431,58;3,4;1,00013269;-;-;-;-;3,40%
2021-05-17;6;3233717,92;3,4;1,00013269;-;-;-;-;3,40%
2021-05-18;5;3232474,94;3,4;1,00013269;-;-;-;-;3,40%
2021-05-19;5;3184700,9;3,4;1,00013269;-;-;-;-;3,40%
2021-05-20;6;3150467,26;3,4;1,00013269;-;-;-;-;3,40%
2021-05-21;5;3111935,69;3,4;1,00013269;-;-;-;-;3,40%
2021-05-24;6;3256143,97;3,4;1,00013269;-;-;-;-;3,40%
2021-05-25;6;3241634,13;3,4;1,00013269;-;-;-;-;3,40%
2021-05-26;5;3140494,56;3,4;1,00013269;-;-;-;-;3,40%
2021-05-27;7;3249265,08;3,4;1,00013269;-;-;-;-;3,40%
2021-05-28;6;3203759,65;3,4;1,00013269;-;-;-;-;3,40%
2021-05-31;7;3167182,3;3,4;1,00013269;-;-;-;-;3,40%
2021-06-01;4;3002439,3;3,4;1,00013269;-;-;-;-;3,40%
2021-06-02;3;3247096,39;3,4;1,00013269;-;-;-;-;3,40%
2021-06-04;5;3535195,14;3,4;1,00013269;-;-;-;-;3,40%
2021-06-07;5;3514382,27;3,4;1,00013269;-;-;-;-;3,40%
2021-06-08;5;3477408,1;3,4;1,00013269;-;-;-;-;3,40%
2021-06-09;5;3421044,81;3,4;1,00013269;-;-;-;-;3,40%
2021-06-10;5;3407002,1;3,4;1,00013269;-;-;-;-;3,40%
2021-06-11;6;3456722,94;3,4;1,00013269;-;-;-;-;3,40%
2021-06-14;5;3323565,95;3,4;1,00013269;-;-;-;-;3,40%
2021-06-15;5;3315902,49;3,4;1,00013269;-;-;-;-;3,40%
2021-06-16;6;3380365,83;3,4;1,00013269;-;-;-;-;3,40%
2021-06-17;5;3313073,59;4,15;1,00016137;-;-;-;-;4,15%
2021-06-18;5;3251822,36;4,15;1,00016137;-;-;-;-;4,15%
2021-06-21;4;3210374,66;4,15;1,00016137;-;-;-;-;4,15%
2021-06-22;5;3246206,64;4,15;1,00016137;-;-;-;-;4,15%
2021-06-23;5;3218332;4,15;1,00016137;-;-;-;-;4,15%
2021-06-24;5;3179227,36;4,15;1,00016137;-;-;-;-;4,15%
2021-06-25;6;3173863,14;4,15;1,00016137;-;-;-;-;4,15%
2021-06-28;6;3149051,17;4,15;1,00016137;-;-;-;-;4,15%
2021-06-29;7;3180291,33;4,15;1,00016137;-;-;-;-;4,15%
2021-06-30;6;3112595,66;4,15;1,00016137;-;-;-;-;4,15%
2021-07-01;6;3049078,51;4,15;1,00016137;-;-;-;-;4,15%
2021-07-02;6;3270960,25;4,15;1,00016137;-;-;-;-;4,15%
2021-07-05;7;3769806,15;4,15;1,00016137;-;-;-;-;4,15%
2021-07-06;6;3711665,18;4,15;1,00016137;-;-;-;-;4,15%
2021-07-07;6;3661827,24;4,15;1,00016137;-;-;-;-;4,15%
2021-07-08;5;3621346,52;4,15;1,00016137;-;-;-;-;4,15%
2021-07-09;5;3598285,2;4,15;1,00016137;-;-;-;-;4,15%
2021-07-12;5;3484077,99;4,15;1,00016137;-;-;-;-;4,15%
2021-07-13;5;3555813,97;4,15;1,00016137;-;-;-;-;4,15%
2021-07-14;5;3490714,94;4,15;1,00016137;-;-;-;-;4,15%
2021-07-15;5;3469382,81;4,15;1,00016137;-;-;-;-;4,15%
2021-07-16;5;3454159,63;4,15;1,00016137;-;-;-;-;4,15%
2021-07-19;6;3351767,81;4,15;1,00016137;-;-;-;-;4,15%
2021-07-20;6;3267203,56;4,15;1,00016137;-;-;-;-;4,15%
2021-07-21;5;3202698,69;4,15;1,00016137;-;-;-;-;4,15%
2021-07-22;6;3221676,61;4,15;1,00016137;-;-;-;-;4,15%
2021-07-23;6;3241907,44;4,15;1,00016137;-;-;-;-;4,15%
2021-07-26;7;3365591,47;4,15;1,00016137;-;-;-;-;4,15%
2021-07-27;7;3296704,31;4,15;1,00016137;-;-;-;-;4,15%
2021-07-28;7;3238461,05;4,15;1,00016137;-;-;-;-;4,15%
2021-07-29;7;3175274,58;4,15;1,00016137;-;-;-;-;4,15%
2021-07-30;5;3037761,81;4,15;1,00016137;-;-;-;-;4,15%
2021-08-02;6;3074994,52;4,15;1,00016137;-;-;-;-;4,15%
2021-08-03;5;3184410,74;4,15;1,00016137;-;-;-;-;4,15%
2021-08-04;6;3537214,79;4,15;1,00016137;-;-;-;-;4,15%
2021-08-05;5;3435520,03;5,15;1,0001993;-;-;-;-;5,15%
2021-08-06;5;3351728,63;5,15;1,0001993;-;-;-;-;5,15%
2021-08-09;6;3369355,97;5,15;1,0001993;-;-;-;-;5,15%
2021-08-10;6;3331034,86;5,15;1,0001993;-;-;-;-;5,15%
2021-08-11;5;3281120,28;5,15;1,0001993;-;-;-;-;5,15%
2021-08-12;5;3221219,24;5,15;1,0001993;-;-;-;-;5,15%
2021-08-13;5;3188761,6;5,15;1,0001993;-;-;-;-;5,15%
2021-08-16;7;3237689,8;5,15;1,0001993;-;-;-;-;5,15%
2021-08-17;6;3133711,97;5,15;1,0001993;-;-;-;-;5,15%
2021-08-18;6;3139684,89;5,15;1,0001993;-;-;-;-;5,15%
2021-08-19;7;3259453,02;5,15;1,0001993;-;-;-;-;5,15%
2021-08-20;8;3187680,21;5,15;1,0001993;-;-;-;-;5,15%
2021-08-23;7;3230587,62;5,15;1,0001993;-;-;-;-;5,15%
2021-08-24;7;3238520,83;5,15;1,0001993;-;-;-;-;5,15%
2021-08-25;7;3229211,28;5,15;1,0001993;-;-;-;-;5,15%
2021-08-26;7;3200749,49;5,15;1,0001993;-;-;-;-;5,15%
2021-08-27;7;3320996,43;5,15;1,0001993;-;-;-;-;5,15%
2021-08-30;7;3217381,8;5,15;1,0001993;-;-;-;-;5,15%
2021-08-31;6;2970436,48;5,15;1,0001993;-;-;-;-;5,15%
2021-09-01;6;2921823,43;5,15;1,0001993;-;-;-;-;5,15%
2021-09-02;7;3155640,58;5,15;1,0001993;-;-;-;-;5,15%
2021-09-03;7;3439681,76;5,15;1,0001993;-;-;-;-;5,15%
2021-09-06;7;3485785,52;5,15;1,0001993;-;-;-;-;5,15%
2021-09-08;7;3389586,66;5,15;1,0001993;-;-;-;-;5,15%
2021-09-09;5;3263449,34;5,15;1,0001993;-;-;-;-;5,15%
2021-09-10;5;3236481,8;5,15;1,0001993;-;-;-;-;5,15%
2021-09-13;5;3187894,5;5,15;1,0001993;-;-;-;-;5,15%
2021-09-14;5;3142528,83;5,15;1,0001993;-;-;-;-;5,15%
2021-09-15;6;3143790,79;5,15;1,0001993;-;-;-;-;5,15%
2021-09-16;5;3098149,29;5,15;1,0001993;-;-;-;-;5,15%
2021-09-17;6;3138429,24;5,15;1,0001993;-;-;-;-;5,15%
2021-09-20;8;3126799,33;5,15;1,0001993;-;-;-;-;5,15%
2021-09-21;6;3064237,62;5,15;1,0001993;-;-;-;-;5,15%
2021-09-22;6;3106151,56;5,15;1,0001993;-;-;-;-;5,15%
2021-09-23;7;3105457,11;6,15;1,00023687;-;-;-;-;6,15%
2021-09-24;7;3137183,9;6,15;1,00023687;-;-;-;-;6,15%
2021-09-27;6;3020121,23;6,15;1,00023687;-;-;-;-;6,15%
2021-09-28;7;3029681,28;6,15;1,00023687;-;-;-;-;6,15%
2021-09-29;7;3045589,32;6,15;1,00023687;-;-;-;-;6,15%
2021-09-30;5;2822348,52;6,15;1,00023687;-;-;-;-;6,15%
2021-10-01;6;2823353,38;6,15;1,00023687;-;-;-;-;6,15%
2021-10-04;6;3079853,27;6,15;1,00023687;-;-;-;-;6,15%
2021-10-05;7;3329147,17;6,15;1,00023687;-;-;-;-;6,15%
2021-10-06;7;3264104,45;6,15;1,00023687;-;-;-;-;6,15%
2021-10-07;6;3174073,48;6,15;1,00023687;-;-;-;-;6,15%
2021-10-08;6;3226290,88;6,15;1,00023687;-;-;-;-;6,15%
2021-10-11;6;3207074,09;6,15;1,00023687;-;-;-;-;6,15%
2021-10-13;6;3213295,05;6,15;1,00023687;-;-;-;-;6,15%
2021-10-14;6;3157042,92;6,15;1,00023687;-;-;-;-;6,15%
2021-10-15;5;3125823,9;6,15;1,00023687;-;-;-;-;6,15%
2021-10-18;6;3095619,71;6,15;1,00023687;-;-;-;-;6,15%
2021-10-19;6;3072891,34;6,15;1,00023687;-;-;-;-;6,15%
2021-10-20;8;3121851,13;6,15;1,00023687;-;-;-;-;6,15%
2021-10-21;7;3051881,75;6,15;1,00023687;-;-;-;-;6,15%
2021-10-22;7;3139036,03;6,15;1,00023687;-;-;-;-;6,15%
2021-10-25;7;3205498,3;6,15;1,00023687;-;-;-;-;6,15%
2021-10-26;7;3129864,37;6,15;1,00023687;-;-;-;-;6,15%
2021-10-27;7;3062476,41;6,15;1,00023687;-;-;-;-;6,15%
2021-10-28;7;3082486,51;7,65;1,00029256;-;-;-;-;7,65%
2021-10-29;6;2714379,35;7,65;1,00029256;-;-;-;-;7,65%
2021-11-01;7;2806203,09;7,65;1,00029256;-;-;-;-;7,65%
2021-11-03;7;2974260,14;7,65;1,00029256;-;-;-;-;7,65%
2021-11-04;7;3162970,27;7,65;1,00029256;-;-;-;-;7,65%
2021-11-05;7;3175210,9;7,65;1,00029256;-;-;-;-;7,65%
2021-11-08;7;3047743,62;7,65;1,00029256;-;-;-;-;7,65%
2021-11-09;6;2984705,3;7,65;1,00029256;-;-;-;-;7,65%
2021-11-10;6;2918607,75;7,65;1,00029256;-;-;-;-;7,65%
2021-11-11;6;2945546,79;7,65;1,00029256;-;-;-;-;7,65%
2021-11-12;6;2868979,16;7,65;1,00029256;-;-;-;-;7,65%
2021-11-16;6;2759682,14;7,65;1,00029256;-;-;-;-;7,65%
2021-11-17;5;2739033,65;7,65;1,00029256;-;-;-;-;7,65%
2021-11-18;7;2743424,32;7,65;1,00029256;-;-;-;-;7,65%
2021-11-19;7;2736856,34;7,65;1,00029256;-;-;-;-;7,65%
2021-11-22;6;2779390,94;7,65;1,00029256;-;-;-;-;7,65%
2021-11-23;8;2832476,58;7,65;1,00029256;-;-;-;-;7,65%
2021-11-24;6;2887383,5;7,65;1,00029256;-;-;-;-;7,65%
2021-11-25;6;2925261,98;7,65;1,00029256;-;-;-;-;7,65%
2021-11-26;7;2851167,53;7,65;1,00029256;-;-;-;-;7,65%
2021-11-29;7;2963343,44;7,65;1,00029256;-;-;-;-;7,65%
2021-11-30;6;2615940,65;7,65;1,00029256;-;-;-;-;7,65%
2021-12-01;7;2591062,13;7,65;1,00029256;-;-;-;-;7,65%
2021-12-02;6;2803056,98;7,65;1,00029256;-;-;-;-;7,65%
2021-12-03;6;3223317,81;7,65;1,00029256;-;-;-;-;7,65%
2021-12-06;6;3265803,09;7,65;1,00029256;-;-;-;-;7,65%
2021-12-07;6;3677730,89;7,65;1,00029256;-;-;-;-;7,65%
2021-12-08;5;3054242,19;7,65;1,00029256;-;-;-;-;7,65%
2021-12-09;5;3012488,59;9,15;1,00034749;-;-;-;-;9,15%
2021-12-10;6;3034961,7;9,15;1,00034749;-;-;-;-;9,15%
2021-12-13;4;2962679,5;9,15;1,00034749;-;-;-;-;9,15%
2021-12-14;6;2934156,27;9,15;1,00034749;-;-;-;-;9,15%
2021-12-15;6;2871656,81;9,15;1,00034749;-;-;-;-;9,15%
2021-12-16;6;2812487,52;9,15;1,00034749;-;-;-;-;9,15%
2021-12-17;5;2734994,8;9,15;1,00034749;-;-;-;-;9,15%
2021-12-20;6;2758196,81;9,15;1,00034749;-;-;-;-;9,15%
2021-12-21;6;2783542,75;9,15;1,00034749;-;-;-;-;9,15%
2021-12-22;6;2755404,11;9,15;1,00034749;-;-;-;-;9,15%
2021-12-23;7;2688473,6;9,15;1,00034749;-;-;-;-;9,15%
2021-12-24;6;2713306,86;9,15;1,00034749;-;-;-;-;9,15%
2021-12-27;7;2855968,4;9,15;1,00034749;-;-;-;-;9,15%
2021-12-28;7;2820354,29;9,15;1,00034749;-;-;-;-;9,15%
2021-12-29;6;2803341,34;9,15;1,00034749;-;-;-;-;9,15%
2021-12-30;7;2602085,99;9,15;1,00034749;-;-;-;-;9,15%
2021-12-31;5;2500288,91;9,15;1,00034749;-;-;-;-;9,15%
2022-01-03;6;2591612,33;9,15;1,00034749;-;-;-;-;9,15%
2022-01-04;3;2775628,74;9,15;1,00034749;-;-;-;-;9,15%
2022-01-05;5;2988538,09;9,15;1,00034749;-;-;-;-;9,15%
2022-01-06;5;2978562,8;9,15;1,00034749;-;-;-;-;9,15%
2022-01-07;5;2861854,46;9,15;1,00034749;-;-;-;-;9,15%
2022-01-10;6;2890104,5;9,15;1,00034749;-;-;-;-;9,15%
2022-01-11;5;2886452,2;9,15;1,00034749;-;-;-;-;9,15%
2022-01-12;5;2795192,79;9,15;1,00034749;-;-;-;-;9,15%
2022-01-13;5;2762837,68;9,15;1,00034749;-;-;-;-;9,15%
2022-01-14;5;2740429,36;9,15;1,00034749;-;-;-;-;9,15%
2022-01-17;4;2568513,57;9,15;1,00034749;-;-;-;-;9,15%
2022-01-18;5;2598310,29;9,15;1,00034749;-;-;-;-;9,15%
2022-01-19;5;2527989,99;9,15;1,00034749;-;-;-;-;9,15%
2022-01-20;5;2443798,28;9,15;1,00034749;-;-;-;-;9,15%
2022-01-21;5;2482157,54;9,15;1,00034749;-;-;-;-;9,15%
2022-01-24;5;2415176,57;9,15;1,00034749;-;-;-;-;9,15%
2022-01-25;5;2390968,46;9,15;1,00034749;-;-;-;-;9,15%
2022-01-26;5;2412701,34;9,15;1,00034749;-;-;-;-;9,15%
2022-01-27;5;2376006,46;9,15;1,00034749;-;-;-;-;9,15%
2022-01-28;5;2383484,9;9,15;1,00034749;-;-;-;-;9,15%
2022-01-31;5;2299810,58;9,15;1,00034749;-;-;-;-;9,15%
2022-02-01;5;2341403,45;9,15;1,00034749;-;-;-;-;9,15%
2022-02-02;5;2507962,77;9,15;1,00034749;-;-;-;-;9,15%
2022-02-03;5;2787759,88;10,65;1,00040168;-;-;-;-;10,65%
2022-02-04;5;2725738,93;10,65;1,00040168;-;-;-;-;10,65%
2022-02-07;5;2674984,44;10,65;1,00040168;-;-;-;-;10,65%
2022-02-08;5;2711887,11;10,65;1,00040168;-;-;-;-;10,65%
2022-02-09;5;2635676,25;10,65;1,00040168;-;-;-;-;10,65%
2022-02-10;6;2569444,23;10,65;1,00040168;-;-;-;-;10,65%
2022-02-11;6;2585663,54;10,65;1,00040168;-;-;-;-;10,65%
2022-02-14;6;2457675,19;10,65;1,00040168;-;-;-;-;10,65%
2022-02-15;6;2422515,95;10,65;1,00040168;-;-;-;-;10,65%
2022-02-16;7;2426824,96;10,65;1,00040168;-;-;-;-;10,65%
2022-02-17;6;2371828,38;10,65;1,00040168;-;-;-;-;10,65%
2022-02-18;6;2147086,06;10,65;1,00040168;-;-;-;-;10,65%
2022-02-21;6;2177432,48;10,65;1,00040168;-;-;-;-;10,65%
2022-02-22;5;2158580,76;10,65;1,00040168;-;-;-;-;10,65%
2022-02-23;5;2132591,94;10,65;1,00040168;-;-;-;-;10,65%
2022-02-24;6;2062389,45;10,65;1,00040168;-;-;-;-;10,65%
2022-02-25;3;1952724,55;10,65;1,00040168;-;-;-;-;10,65%
2022-03-02;7;2221512,79;10,65;1,00040168;-;-;-;-;10,65%
2022-03-03;5;2236483,79;10,65;1,00040168;-;-;-;-;10,65%
2022-03-04;4;2403692,28;10,65;1,00040168;-;-;-;-;10,65%
2022-03-07;4;2365046,47;10,65;1,00040168;-;-;-;-;10,65%
2022-03-08;4;2347753,03;10,65;1,00040168;-;-;-;-;10,65%
2022-03-09;4;2243826,58;10,65;1,00040168;-;-;-;-;10,65%
2022-03-10;4;2213606,3;10,65;1,00040168;-;-;-;-;10,65%
2022-03-11;4;2250270,67;10,65;1,00040168;-;-;-;-;10,65%
2022-03-14;4;2103349,34;10,65;1,00040168;-;-;-;-;10,65%
2022-03-15;4;2138269,88;10,65;1,00040168;-;-;-;-;10,65%
2022-03-16;4;2134516,33;10,65;1,00040168;-;-;-;-;10,65%
2022-03-17;4;2098245,24;11,65;1,00043739;-;-;-;-;11,65%
2022-03-18;4;1991881,01;11,65;1,00043739;-;-;-;-;11,65%
2022-03-21;4;1959876,2;11,65;1,00043739;-;-;-;-;11,65%
2022-03-22;4;2012864,09;11,65;1,00043739;-;-;-;-;11,65%
2022-03-23;5;2085523,7;11,65;1,00043739;-;-;-;-;11,65%
2022-03-24;4;1926311,1;11,65;1,00043739;-;-;-;-;11,65%
2022-03-25;4;1880457,13;11,65;1,00043739;-;-;-;-;11,65%
2022-03-28;4;1900329,04;11,65;1,00043739;-;-;-;-;11,65%
2022-03-29;4;1897624,58;11,65;1,00043739;-;-;-;-;11,65%
2022-03-30;5;1855836,28;11,65;1,00043739;-;-;-;-;11,65%
2022-03-31;3;1833259,78;11,65;1,00043739;-;-;-;-;11,65%
2022-04-01;4;1876715,01;11,65;1,00043739;-;-;-;-;11,65%
2022-04-04;5;2134770,92;11,65;1,00043739;-;-;-;-;11,65%
2022-04-05;4;2361508,92;11,65;1,00043739;-;-;-;-;11,65%
2022-04-06;5;2373573,82;11,65;1,00043739;-;-;-;-;11,65%
2022-04-07;4;2321920,26;11,65;1,00043739;-;-;-;-;11,65%
2022-04-08;4;2325854,89;11,65;1,00043739;-;-;-;-;11,65%
2022-04-11;5;2339553,75;11,65;1,00043739;-;-;-;-;11,65%
2022-04-12;5;2323894,93;11,65;1,00043739;-;-;-;-;11,65%
2022-04-13;5;2279936,01;11,65;1,00043739;-;-;-;-;11,65%
2022-04-14;5;2218832,08;11,65;1,00043739;-;-;-;-;11,65%
2022-04-18;6;2285938,58;11,65;1,00043739;-;-;-;-;11,65%
2022-04-19;5;2176889,91;11,65;1,00043739;-;-;-;-;11,65%
2022-04-20;5;2058378,92;11,65;1,00043739;-;-;-;-;11,65%
2022-04-22;4;1983486,28;11,65;1,00043739;-;-;-;-;11,65%
2022-04-25;7;2104894,54;11,65;1,00043739;-;-;-;-;11,65%
2022-04-26;6;2081978,74;11,65;1,00043739;-;-;-;-;11,65%
